Path,SteerAngle,Throttle,Brake,Speed,X_Position,Y_Position,Pitch,Yaw,Roll
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_06_590.jpg,-2.662511,1,0,3.69629,106.9046,92.87196,1.191721,36.2361,359.8238
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_06_633.jpg,-0.7479823,1,0,3.722265,107.0236,92.95926,1.12991,35.89146,359.7894
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_06_674.jpg,0,1,0,3.748444,107.1436,93.04716,1.075844,35.71832,359.7655
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_06_716.jpg,0,1,0,3.773525,107.2649,93.13562,1.039405,35.65177,359.7417
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_06_759.jpg,0,1,0,3.798572,107.4489,93.26943,1.014214,35.63314,359.7145
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_06_801.jpg,0,1,0,3.823574,107.5728,93.3595,1.012161,35.64452,359.7088
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_06_842.jpg,0,1,0,3.860711,107.6976,93.45026,1.018371,35.66204,359.7159
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_06_887.jpg,0,1,0,3.886208,107.8235,93.54169,1.03605,35.68008,359.7306
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_06_929.jpg,0,1,0,3.910988,107.9503,93.63381,1.06622,35.70028,359.7509
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_06_969.jpg,0,1,0,3.935276,108.078,93.72666,1.104016,35.72439,359.7808
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_07_009.jpg,0,1,0,3.960612,108.2066,93.82021,1.150006,35.74659,359.8176
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_07_051.jpg,0,1,0,3.985235,108.3361,93.91445,1.205124,35.77001,359.8583
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_07_091.jpg,0,1,0,4.009851,108.4665,94.0094,1.267938,35.79464,359.9029
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_07_136.jpg,0,1,0,4.034499,108.5978,94.10506,1.337552,35.81948,359.9516
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_07_177.jpg,0,1,0,4.059107,108.7299,94.20137,1.411822,35.84292,0.0004700918
../hkkim_dataset/IMG/robocam_2017_05_11_16_40_07_222.jpg,0,1,0,4.083202,108.9295,94.34558,1.477002,35.85258,0.003838934
